"","year","iso3c","sector","co2e_emissions"
"11484",2010,"CHL","Other Fuel Combustion",3.74
"11485",2010,"CHL","Industrial Processes",3.62
"11486",2010,"CHL","Bunker Fuels",2.83
"11487",2010,"CHL","Fugitive Emissions",1.26
"11488",2010,"CHL","Land-Use Change and Forestry",-36.02
"11489",2011,"CHL","Total excluding LUCF",99.62
"11490",2011,"CHL","Energy",79.49
"11491",2011,"CHL","Total including LUCF",18.43
"11492",2011,"CHL","Electricity/Heat",32.47
"11493",2011,"CHL","Transportation",21.86
"11494",2011,"CHL","Manufacturing/Construction",13.97
"11495",2011,"CHL","Agriculture",12.24
"11496",2011,"CHL","Building",5.87
"11497",2011,"CHL","Waste",4.25
"11498",2011,"CHL","Other Fuel Combustion",4.06
"11499",2011,"CHL","Industrial Processes",3.65
"11500",2011,"CHL","Bunker Fuels",2.91
"11501",2011,"CHL","Fugitive Emissions",1.25
"11502",2011,"CHL","Land-Use Change and Forestry",-81.19
"11503",2012,"CHL","Total excluding LUCF",101.9
"11504",2012,"CHL","Energy",81.51
"11505",2012,"CHL","Total including LUCF",20.68
"11506",2012,"CHL","Electricity/Heat",36.97
"11507",2012,"CHL","Transportation",22.43
"11508",2012,"CHL","Manufacturing/Construction",11.59
"11509",2012,"CHL","Agriculture",12.34
"11510",2012,"CHL","Building",5.37
"11511",2012,"CHL","Waste",4.35
"11512",2012,"CHL","Other Fuel Combustion",3.86
"11513",2012,"CHL","Industrial Processes",3.69
"11514",2012,"CHL","Bunker Fuels",2.67
"11515",2012,"CHL","Fugitive Emissions",1.3
"11516",2012,"CHL","Land-Use Change and Forestry",-81.22
"11517",2013,"CHL","Total excluding LUCF",104.98
"11518",2013,"CHL","Energy",86.19
"11519",2013,"CHL","Total including LUCF",23.68
"11520",2013,"CHL","Electricity/Heat",38.46
"11521",2013,"CHL","Transportation",24.49
"11522",2013,"CHL","Manufacturing/Construction",12.85
"11523",2013,"CHL","Agriculture",10.82
"11524",2013,"CHL","Building",5.4
"11525",2013,"CHL","Waste",4.46
"11526",2013,"CHL","Other Fuel Combustion",3.71
"11527",2013,"CHL","Industrial Processes",3.51
"11528",2013,"CHL","Bunker Fuels",2.56
"11529",2013,"CHL","Fugitive Emissions",1.29
"11530",2013,"CHL","Land-Use Change and Forestry",-81.3
"11531",2014,"CHL","Total excluding LUCF",98.66
"11532",2014,"CHL","Energy",79.78
"11533",2014,"CHL","Total including LUCF",17.45
"11534",2014,"CHL","Electricity/Heat",32.5
"11535",2014,"CHL","Transportation",23.57
"11536",2014,"CHL","Manufacturing/Construction",13.97
"11537",2014,"CHL","Agriculture",10.91
"11538",2014,"CHL","Building",4.83
"11539",2014,"CHL","Waste",4.56
"11540",2014,"CHL","Other Fuel Combustion",3.69
"11541",2014,"CHL","Industrial Processes",3.4
"11542",2014,"CHL","Bunker Fuels",2.6
"11543",2014,"CHL","Fugitive Emissions",1.22
"11544",2014,"CHL","Land-Use Change and Forestry",-81.21
"11545",2015,"CHL","Total excluding LUCF",104.02
"11546",2015,"CHL","Energy",85.45
"11547",2015,"CHL","Total including LUCF",23.21
"11548",2015,"CHL","Electricity/Heat",35.34
"11549",2015,"CHL","Transportation",25.23
"11550",2015,"CHL","Manufacturing/Construction",15.02
"11551",2015,"CHL","Agriculture",10.53
"11552",2015,"CHL","Building",4.85
"11553",2015,"CHL","Waste",4.67
"11554",2015,"CHL","Other Fuel Combustion",3.82
"11555",2015,"CHL","Industrial Processes",3.37
"11556",2015,"CHL","Bunker Fuels",2.11
"11557",2015,"CHL","Fugitive Emissions",1.2
"11558",2015,"CHL","Land-Use Change and Forestry",-80.81
"11559",2016,"CHL","Total excluding LUCF",108.15
"11560",2016,"CHL","Energy",89.57
"11561",2016,"CHL","Total including LUCF",50.37
"11562",2016,"CHL","Electricity/Heat",37.14
"11563",2016,"CHL","Transportation",26.38
"11564",2016,"CHL","Manufacturing/Construction",14.99
"11565",2016,"CHL","Agriculture",10.19
"11566",2016,"CHL","Building",5.91
"11567",2016,"CHL","Waste",4.77
"11568",2016,"CHL","Other Fuel Combustion",3.96
"11569",2016,"CHL","Industrial Processes",3.62
"11570",2016,"CHL","Bunker Fuels",2.17
"11571",2016,"CHL","Fugitive Emissions",1.18
"11572",2016,"CHL","Land-Use Change and Forestry",-57.78
"11573",2017,"CHL","Total excluding LUCF",109.35
"11574",2017,"CHL","Energy",90.41
"11575",2017,"CHL","Total including LUCF",52.77
"11576",2017,"CHL","Electricity/Heat",36.51
"11577",2017,"CHL","Transportation",27.38
"11578",2017,"CHL","Manufacturing/Construction",14.4
"11579",2017,"CHL","Agriculture",10.25
"11580",2017,"CHL","Building",6.46
"11581",2017,"CHL","Waste",4.87
"11582",2017,"CHL","Other Fuel Combustion",4.51
"11583",2017,"CHL","Industrial Processes",3.82
"11584",2017,"CHL","Bunker Fuels",2.29
"11585",2017,"CHL","Fugitive Emissions",1.15
"11586",2017,"CHL","Land-Use Change and Forestry",-56.58
"11587",2018,"CHL","Total excluding LUCF",109.59
"11588",2018,"CHL","Energy",89.94
"11589",2018,"CHL","Total including LUCF",51.77
"11590",2018,"CHL","Electricity/Heat",35.01
"11591",2018,"CHL","Transportation",28.33
"11592",2018,"CHL","Manufacturing/Construction",14.32
"11593",2018,"CHL","Agriculture",10.65
"11594",2018,"CHL","Building",6.58
"11595",2018,"CHL","Waste",4.98
"11596",2018,"CHL","Other Fuel Combustion",4.57
"11597",2018,"CHL","Industrial Processes",4.03
"11598",2018,"CHL","Bunker Fuels",2.45
"11599",2018,"CHL","Fugitive Emissions",1.14
"11600",2018,"CHL","Land-Use Change and Forestry",-57.82
"11601",1990,"CHN","Total excluding LUCF",3222.27
"11602",1990,"CHN","Total including LUCF",2873.71
"11603",1990,"CHN","Energy",2342.66
"11604",1990,"CHN","Electricity/Heat",725.36
"11605",1990,"CHN","Manufacturing/Construction",745.2
"11606",1990,"CHN","Industrial Processes",94.35
"11607",1990,"CHN","Transportation",94.15
"11608",1990,"CHN","Fugitive Emissions",156.91
"11609",1990,"CHN","Agriculture",590.56
"11610",1990,"CHN","Building",384.68
"11611",1990,"CHN","Other Fuel Combustion",236.35
"11612",1990,"CHN","Waste",194.71
"11613",1990,"CHN","Bunker Fuels",5.64
"11614",1990,"CHN","Land-Use Change and Forestry",-348.56
"11615",1991,"CHN","Total excluding LUCF",3371.94
"11616",1991,"CHN","Total including LUCF",3023.38
"11617",1991,"CHN","Energy",2459.08
"11618",1991,"CHN","Electricity/Heat",794.33
"11619",1991,"CHN","Manufacturing/Construction",778.83
"11620",1991,"CHN","Industrial Processes",112.6
"11621",1991,"CHN","Transportation",100.62
"11622",1991,"CHN","Fugitive Emissions",162.83
"11623",1991,"CHN","Agriculture",600.81
"11624",1991,"CHN","Building",383.27
"11625",1991,"CHN","Other Fuel Combustion",239.2
"11626",1991,"CHN","Waste",199.46
"11627",1991,"CHN","Bunker Fuels",7.26
"11628",1991,"CHN","Land-Use Change and Forestry",-348.56
"11629",1992,"CHN","Total excluding LUCF",3503.1
"11630",1992,"CHN","Total including LUCF",3154.54
"11631",1992,"CHN","Energy",2558.36
"11632",1992,"CHN","Electricity/Heat",877.75
"11633",1992,"CHN","Manufacturing/Construction",807.8
"11634",1992,"CHN","Industrial Processes",135.16
"11635",1992,"CHN","Transportation",111.1
"11636",1992,"CHN","Fugitive Emissions",168.76
"11637",1992,"CHN","Agriculture",605.37
"11638",1992,"CHN","Building",360.03
"11639",1992,"CHN","Other Fuel Combustion",232.92
"11640",1992,"CHN","Waste",204.21
"11641",1992,"CHN","Bunker Fuels",11.27
"11642",1992,"CHN","Land-Use Change and Forestry",-348.56
"11643",1993,"CHN","Total excluding LUCF",3726.35
"11644",1993,"CHN","Total including LUCF",3377.79
"11645",1993,"CHN","Energy",2767.7
"11646",1993,"CHN","Electricity/Heat",997.65
"11647",1993,"CHN","Manufacturing/Construction",861.54
"11648",1993,"CHN","Industrial Processes",157.02
"11649",1993,"CHN","Transportation",125.7
"11650",1993,"CHN","Fugitive Emissions",174.68
"11651",1993,"CHN","Agriculture",592.67
"11652",1993,"CHN","Building",370.43
"11653",1993,"CHN","Other Fuel Combustion",237.71
"11654",1993,"CHN","Waste",208.96
"11655",1993,"CHN","Bunker Fuels",9.81
"11656",1993,"CHN","Land-Use Change and Forestry",-348.56
"11657",1994,"CHN","Total excluding LUCF",3877.37
"11658",1994,"CHN","Total including LUCF",3528.81
"11659",1994,"CHN","Energy",2870.87
"11660",1994,"CHN","Electricity/Heat",1082.83
"11661",1994,"CHN","Manufacturing/Construction",903.38
"11662",1994,"CHN","Industrial Processes",180.08
"11663",1994,"CHN","Transportation",116.35
"11664",1994,"CHN","Fugitive Emissions",180.6
"11665",1994,"CHN","Agriculture",612.72
"11666",1994,"CHN","Building",341.37
"11667",1994,"CHN","Other Fuel Combustion",246.34
"11668",1994,"CHN","Waste",213.71
"11669",1994,"CHN","Bunker Fuels",10.83
"11670",1994,"CHN","Land-Use Change and Forestry",-348.56
"11671",1995,"CHN","Total excluding LUCF",4266.84
"11672",1995,"CHN","Total including LUCF",3918.3
"11673",1995,"CHN","Energy",3185.31
"11674",1995,"CHN","Electricity/Heat",1185.7
"11675",1995,"CHN","Manufacturing/Construction",1070.17
"11676",1995,"CHN","Industrial Processes",204.11
"11677",1995,"CHN","Transportation",127.37
"11678",1995,"CHN","Fugitive Emissions",194.05
"11679",1995,"CHN","Agriculture",671.87
"11680",1995,"CHN","Building",365.7
"11681",1995,"CHN","Other Fuel Combustion",242.32
"11682",1995,"CHN","Waste",205.55
"11683",1995,"CHN","Bunker Fuels",11.17
"11684",1995,"CHN","Land-Use Change and Forestry",-348.54
"11685",1996,"CHN","Total excluding LUCF",4302.87
"11686",1996,"CHN","Total including LUCF",3954.75
"11687",1996,"CHN","Energy",3170.95
"11688",1996,"CHN","Electricity/Heat",1330.33
"11689",1996,"CHN","Manufacturing/Construction",968.66
"11690",1996,"CHN","Industrial Processes",219.9
"11691",1996,"CHN","Transportation",169.85
"11692",1996,"CHN","Fugitive Emissions",207.49
"11693",1996,"CHN","Agriculture",714.64
"11694",1996,"CHN","Building",313.8
"11695",1996,"CHN","Other Fuel Combustion",180.82
"11696",1996,"CHN","Waste",197.38
"11697",1996,"CHN","Bunker Fuels",12.42
"11698",1996,"CHN","Land-Use Change and Forestry",-348.12
"11699",1997,"CHN","Total excluding LUCF",4311.65
"11700",1997,"CHN","Total including LUCF",3963.61
"11701",1997,"CHN","Energy",3238.63
"11702",1997,"CHN","Electricity/Heat",1328.11
"11703",1997,"CHN","Manufacturing/Construction",961.13
"11704",1997,"CHN","Industrial Processes",237.4
"11705",1997,"CHN","Transportation",146.13
"11706",1997,"CHN","Fugitive Emissions",220.94
"11707",1997,"CHN","Agriculture",646.42
"11708",1997,"CHN","Building",352.62
"11709",1997,"CHN","Other Fuel Combustion",229.7
"11710",1997,"CHN","Waste",189.2
"11711",1997,"CHN","Bunker Fuels",10.13
"11712",1997,"CHN","Land-Use Change and Forestry",-348.04
"11713",1998,"CHN","Total excluding LUCF",4451.04
"11714",1998,"CHN","Total including LUCF",4103.23
"11715",1998,"CHN","Energy",3347.51
"11716",1998,"CHN","Electricity/Heat",1409.58
"11717",1998,"CHN","Manufacturing/Construction",1023.82
"11718",1998,"CHN","Industrial Processes",253.39
"11719",1998,"CHN","Transportation",140.29
"11720",1998,"CHN","Fugitive Emissions",234.38
"11721",1998,"CHN","Agriculture",669.11
"11722",1998,"CHN","Building",298.69
"11723",1998,"CHN","Other Fuel Combustion",240.76
"11724",1998,"CHN","Waste",181.03
"11725",1998,"CHN","Bunker Fuels",10.64
"11726",1998,"CHN","Land-Use Change and Forestry",-347.8
"11727",1999,"CHN","Total excluding LUCF",4401.29
"11728",1999,"CHN","Total including LUCF",4053.37
"11729",1999,"CHN","Energy",3261.61
"11730",1999,"CHN","Electricity/Heat",1432.76
"11731",1999,"CHN","Manufacturing/Construction",871.49
"11732",1999,"CHN","Industrial Processes",277.78
"11733",1999,"CHN","Transportation",157.36
"11734",1999,"CHN","Fugitive Emissions",247.83
"11735",1999,"CHN","Agriculture",689.04
"11736",1999,"CHN","Building",305.36
"11737",1999,"CHN","Other Fuel Combustion",246.8
"11738",1999,"CHN","Waste",172.86
"11739",1999,"CHN","Bunker Fuels",10.86
"11740",1999,"CHN","Land-Use Change and Forestry",-347.92
"11741",2000,"CHN","Total excluding LUCF",4597.43
"11742",2000,"CHN","Total including LUCF",4249.7
"11743",2000,"CHN","Energy",3454.31
"11744",2000,"CHN","Electricity/Heat",1575.21
"11745",2000,"CHN","Manufacturing/Construction",906.38
"11746",2000,"CHN","Industrial Processes",301.37
"11747",2000,"CHN","Transportation",248.48
"11748",2000,"CHN","Fugitive Emissions",261.27
"11749",2000,"CHN","Agriculture",677.06
"11750",2000,"CHN","Building",274.12
"11751",2000,"CHN","Other Fuel Combustion",188.86
"11752",2000,"CHN","Waste",164.69
"11753",2000,"CHN","Bunker Fuels",13.79
"11754",2000,"CHN","Land-Use Change and Forestry",-347.73
"11755",2001,"CHN","Total excluding LUCF",4791.44
"11756",2001,"CHN","Total including LUCF",4459.91
"11757",2001,"CHN","Energy",3624.55
"11758",2001,"CHN","Electricity/Heat",1661.15
"11759",2001,"CHN","Manufacturing/Construction",961.33
"11760",2001,"CHN","Industrial Processes",344.63
"11761",2001,"CHN","Transportation",254.25
"11762",2001,"CHN","Fugitive Emissions",274.72
"11763",2001,"CHN","Agriculture",666.04
"11764",2001,"CHN","Building",277.73
"11765",2001,"CHN","Other Fuel Combustion",195.38
"11766",2001,"CHN","Waste",156.22
"11767",2001,"CHN","Bunker Fuels",15.52
"11768",2001,"CHN","Land-Use Change and Forestry",-331.53
"11769",2002,"CHN","Total excluding LUCF",5100.86
"11770",2002,"CHN","Total including LUCF",4769.03
"11771",2002,"CHN","Energy",3894.3
"11772",2002,"CHN","Electricity/Heat",1840.48
"11773",2002,"CHN","Manufacturing/Construction",999.54
"11774",2002,"CHN","Industrial Processes",387.29
"11775",2002,"CHN","Transportation",276.44
"11776",2002,"CHN","Fugitive Emissions",288.16
"11777",2002,"CHN","Agriculture",671.53
"11778",2002,"CHN","Building",283.61
"11779",2002,"CHN","Other Fuel Combustion",206.06
"11780",2002,"CHN","Waste",147.74
"11781",2002,"CHN","Bunker Fuels",17.39
"11782",2002,"CHN","Land-Use Change and Forestry",-331.83
"11783",2003,"CHN","Total excluding LUCF",5717.66
"11784",2003,"CHN","Total including LUCF",5386.89
"11785",2003,"CHN","Energy",4464.64
"11786",2003,"CHN","Electricity/Heat",2178.69
"11787",2003,"CHN","Manufacturing/Construction",1138.75
"11788",2003,"CHN","Industrial Processes",452.75
"11789",2003,"CHN","Transportation",313.14
"11790",2003,"CHN","Fugitive Emissions",301.61
"11791",2003,"CHN","Agriculture",660.99
"11792",2003,"CHN","Building",308.48
"11793",2003,"CHN","Other Fuel Combustion",223.97
"11794",2003,"CHN","Waste",139.27
"11795",2003,"CHN","Bunker Fuels",17.03
"11796",2003,"CHN","Land-Use Change and Forestry",-330.76
"11797",2004,"CHN","Total excluding LUCF",6467.06
"11798",2004,"CHN","Total including LUCF",6135.95
"11799",2004,"CHN","Energy",5152.35
"11800",2004,"CHN","Electricity/Heat",2376.12
"11801",2004,"CHN","Manufacturing/Construction",1500.19
"11802",2004,"CHN","Industrial Processes",504.42
"11803",2004,"CHN","Transportation",371.14
"11804",2004,"CHN","Fugitive Emissions",315.05
"11805",2004,"CHN","Agriculture",679.51
"11806",2004,"CHN","Building",352.57
"11807",2004,"CHN","Other Fuel Combustion",237.28
"11808",2004,"CHN","Waste",130.79
"11809",2004,"CHN","Bunker Fuels",22.7
"11810",2004,"CHN","Land-Use Change and Forestry",-331.12
"11811",2005,"CHN","Total excluding LUCF",7194.48
"11812",2005,"CHN","Total including LUCF",6862.81
"11813",2005,"CHN","Energy",5832.01
"11814",2005,"CHN","Electricity/Heat",2552.71
"11815",2005,"CHN","Manufacturing/Construction",1935.87
"11816",2005,"CHN","Industrial Processes",552.88
"11817",2005,"CHN","Transportation",397.31
"11818",2005,"CHN","Fugitive Emissions",328.5
"11819",2005,"CHN","Agriculture",687.28
"11820",2005,"CHN","Building",365.46
"11821",2005,"CHN","Other Fuel Combustion",252.16
"11822",2005,"CHN","Waste",122.32
"11823",2005,"CHN","Bunker Fuels",26.38
"11824",2005,"CHN","Land-Use Change and Forestry",-331.67
"11825",2006,"CHN","Total excluding LUCF",7879.33
"11826",2006,"CHN","Total including LUCF",7547.54
"11827",2006,"CHN","Energy",6429.29
"11828",2006,"CHN","Electricity/Heat",2898.66
"11829",2006,"CHN","Manufacturing/Construction",2083.32
"11830",2006,"CHN","Industrial Processes",632.32
"11831",2006,"CHN","Transportation",434.81
"11832",2006,"CHN","Fugitive Emissions",370.74
"11833",2006,"CHN","Agriculture",689.39
"11834",2006,"CHN","Building",384.12
"11835",2006,"CHN","Other Fuel Combustion",257.64
"11836",2006,"CHN","Waste",128.34
"11837",2006,"CHN","Bunker Fuels",30.7
"11838",2006,"CHN","Land-Use Change and Forestry",-331.79
"11839",2007,"CHN","Total excluding LUCF",8497.04
"11840",2007,"CHN","Total including LUCF",8165.43
"11841",2007,"CHN","Energy",6983.68
"11842",2007,"CHN","Electricity/Heat",3171.09
"11843",2007,"CHN","Manufacturing/Construction",2274.35
"11844",2007,"CHN","Industrial Processes",698.16
"11845",2007,"CHN","Transportation",468.58
"11846",2007,"CHN","Fugitive Emissions",412.97
"11847",2007,"CHN","Agriculture",680.84
"11848",2007,"CHN","Building",398.28
"11849",2007,"CHN","Other Fuel Combustion",258.41
"11850",2007,"CHN","Waste",134.37
"11851",2007,"CHN","Bunker Fuels",34.05
"11852",2007,"CHN","Land-Use Change and Forestry",-331.61
"11853",2008,"CHN","Total excluding LUCF",8786.12
"11854",2008,"CHN","Total including LUCF",8455.65
"11855",2008,"CHN","Energy",7222.57
"11856",2008,"CHN","Electricity/Heat",3208.47
"11857",2008,"CHN","Manufacturing/Construction",2409.86
"11858",2008,"CHN","Industrial Processes",730
"11859",2008,"CHN","Transportation",507.07
"11860",2008,"CHN","Fugitive Emissions",455.21
"11861",2008,"CHN","Agriculture",693.16
"11862",2008,"CHN","Building",383.25
"11863",2008,"CHN","Other Fuel Combustion",258.71
"11864",2008,"CHN","Waste",140.39
"11865",2008,"CHN","Bunker Fuels",33.3
"11866",2008,"CHN","Land-Use Change and Forestry",-330.47
"11867",2009,"CHN","Total excluding LUCF",9377.66
"11868",2009,"CHN","Total including LUCF",9046.19
"11869",2009,"CHN","Energy",7727.96
"11870",2009,"CHN","Electricity/Heat",3455.66
"11871",2009,"CHN","Manufacturing/Construction",2601.83
"11872",2009,"CHN","Industrial Processes",808.64
"11873",2009,"CHN","Transportation",517.08
"11874",2009,"CHN","Fugitive Emissions",497.44
"11875",2009,"CHN","Agriculture",694.65
"11876",2009,"CHN","Building",391.66
"11877",2009,"CHN","Other Fuel Combustion",264.3
"11878",2009,"CHN","Waste",146.41
"11879",2009,"CHN","Bunker Fuels",35.89
"11880",2009,"CHN","Land-Use Change and Forestry",-331.47
"11881",2010,"CHN","Total excluding LUCF",10203.82
"11882",2010,"CHN","Total including LUCF",9872.37
"11883",2010,"CHN","Energy",8470.4
"11884",2010,"CHN","Electricity/Heat",3831.98
"11885",2010,"CHN","Manufacturing/Construction",2844.45
"11886",2010,"CHN","Industrial Processes",885.58
"11887",2010,"CHN","Transportation",568.78
"11888",2010,"CHN","Fugitive Emissions",539.68
"11889",2010,"CHN","Agriculture",695.41
"11890",2010,"CHN","Building",416.4
"11891",2010,"CHN","Other Fuel Combustion",269.11
"11892",2010,"CHN","Waste",152.44
"11893",2010,"CHN","Bunker Fuels",43.48
"11894",2010,"CHN","Land-Use Change and Forestry",-331.45
"11895",2011,"CHN","Total excluding LUCF",11074.55
"11896",2011,"CHN","Total including LUCF",10364.83
"11897",2011,"CHN","Energy",9251.09
"11898",2011,"CHN","Electricity/Heat",4324.11
"11899",2011,"CHN","Manufacturing/Construction",3005.39
"11900",2011,"CHN","Industrial Processes",975.36
"11901",2011,"CHN","Transportation",621.89
"11902",2011,"CHN","Fugitive Emissions",581.91
"11903",2011,"CHN","Agriculture",689.64
"11904",2011,"CHN","Building",440.72
"11905",2011,"CHN","Other Fuel Combustion",277.06
"11906",2011,"CHN","Waste",158.46
"11907",2011,"CHN","Bunker Fuels",46.97
"11908",2011,"CHN","Land-Use Change and Forestry",-709.71
"11909",2012,"CHN","Total excluding LUCF",11399.83
"11910",2012,"CHN","Total including LUCF",10690.04
"11911",2012,"CHN","Energy",9541.85
"11912",2012,"CHN","Electricity/Heat",4450.73
"11913",2012,"CHN","Manufacturing/Construction",3038.4
"11914",2012,"CHN","Industrial Processes",1002.33
"11915",2012,"CHN","Transportation",686.13
"11916",2012,"CHN","Fugitive Emissions",624.15
"11917",2012,"CHN","Agriculture",691.17
"11918",2012,"CHN","Building",457.22
"11919",2012,"CHN","Other Fuel Combustion",285.23
"11920",2012,"CHN","Waste",164.48
"11921",2012,"CHN","Bunker Fuels",47.18
"11922",2012,"CHN","Land-Use Change and Forestry",-709.8
"11923",2013,"CHN","Total excluding LUCF",11854.53
"11924",2013,"CHN","Total including LUCF",11144.76
"11925",2013,"CHN","Energy",9935.16
"11926",2013,"CHN","Electricity/Heat",4742.95
"11927",2013,"CHN","Manufacturing/Construction",3029.29
"11928",2013,"CHN","Industrial Processes",1058.98
"11929",2013,"CHN","Transportation",741.09
"11930",2013,"CHN","Fugitive Emissions",647.72
"11931",2013,"CHN","Agriculture",690.84
"11932",2013,"CHN","Building",476.57
"11933",2013,"CHN","Other Fuel Combustion",297.54
"11934",2013,"CHN","Waste",169.55
"11935",2013,"CHN","Bunker Fuels",44.68
"11936",2013,"CHN","Land-Use Change and Forestry",-709.78
"11937",2014,"CHN","Total excluding LUCF",11865.31
"11938",2014,"CHN","Total including LUCF",11155.76
"11939",2014,"CHN","Energy",9886.46
"11940",2014,"CHN","Electricity/Heat",4636.87
"11941",2014,"CHN","Manufacturing/Construction",3022.68
"11942",2014,"CHN","Industrial Processes",1112.43
"11943",2014,"CHN","Transportation",770.56
"11944",2014,"CHN","Fugitive Emissions",671.3
"11945",2014,"CHN","Agriculture",691.8
"11946",2014,"CHN","Building",487
"11947",2014,"CHN","Other Fuel Combustion",298.06
"11948",2014,"CHN","Waste",174.62
"11949",2014,"CHN","Bunker Fuels",44.62
"11950",2014,"CHN","Land-Use Change and Forestry",-709.55
"11951",2015,"CHN","Total excluding LUCF",11859.29
"11952",2015,"CHN","Total including LUCF",11149.68
"11953",2015,"CHN","Energy",9890.2
"11954",2015,"CHN","Electricity/Heat",4580.61
"11955",2015,"CHN","Manufacturing/Construction",2972.98
"11956",2015,"CHN","Industrial Processes",1090.68
"11957",2015,"CHN","Transportation",827.14
"11958",2015,"CHN","Fugitive Emissions",698.3
"11959",2015,"CHN","Agriculture",698.73
"11960",2015,"CHN","Building",510.54
"11961",2015,"CHN","Other Fuel Combustion",300.62
"11962",2015,"CHN","Waste",179.68
"11963",2015,"CHN","Bunker Fuels",53.19
"11964",2015,"CHN","Land-Use Change and Forestry",-709.61
"11965",2016,"CHN","Total excluding LUCF",11857.18
"11966",2016,"CHN","Total including LUCF",11207.66
"11967",2016,"CHN","Energy",9849.23
"11968",2016,"CHN","Electricity/Heat",4637.77
"11969",2016,"CHN","Manufacturing/Construction",2846.38
"11970",2016,"CHN","Industrial Processes",1122.48
"11971",2016,"CHN","Transportation",843.42
"11972",2016,"CHN","Fugitive Emissions",696.81
"11973",2016,"CHN","Agriculture",699.82
"11974",2016,"CHN","Building",525.09
"11975",2016,"CHN","Other Fuel Combustion",299.76
"11976",2016,"CHN","Waste",185.65
"11977",2016,"CHN","Bunker Fuels",57.07
"11978",2016,"CHN","Land-Use Change and Forestry",-649.52
"11979",2017,"CHN","Total excluding LUCF",12058.05
"11980",2017,"CHN","Total including LUCF",11408.26
"11981",2017,"CHN","Energy",10037.65
"11982",2017,"CHN","Electricity/Heat",4904.12
"11983",2017,"CHN","Manufacturing/Construction",2734.18
"11984",2017,"CHN","Industrial Processes",1144.49
"11985",2017,"CHN","Transportation",880.9
"11986",2017,"CHN","Fugitive Emissions",694.79
"11987",2017,"CHN","Agriculture",684.3
"11988",2017,"CHN","Building",533.08
"11989",2017,"CHN","Other Fuel Combustion",290.6
"11990",2017,"CHN","Waste",191.61
"11991",2017,"CHN","Bunker Fuels",61.54
"11992",2017,"CHN","Land-Use Change and Forestry",-649.79
"11993",2018,"CHN","Total excluding LUCF",12355.24
"11994",2018,"CHN","Total including LUCF",11705.81
"11995",2018,"CHN","Energy",10318.51
"11996",2018,"CHN","Electricity/Heat",5214.2
"11997",2018,"CHN","Manufacturing/Construction",2667.43
"11998",2018,"CHN","Industrial Processes",1166.29
"11999",2018,"CHN","Transportation",917.02
"12000",2018,"CHN","Fugitive Emissions",693.66
"12001",2018,"CHN","Agriculture",672.87
"12002",2018,"CHN","Building",542.13
"12003",2018,"CHN","Other Fuel Combustion",284.08
"12004",2018,"CHN","Waste",197.57
"12005",2018,"CHN","Bunker Fuels",63.82
"12006",2018,"CHN","Land-Use Change and Forestry",-649.43
"12007",1990,"CIV","Total including LUCF",69.67
"12008",1990,"CIV","Land-Use Change and Forestry",60.42
"12009",1990,"CIV","Total excluding LUCF",9.25
"12010",1990,"CIV","Energy",3.38
"12011",1990,"CIV","Agriculture",5.15
"12012",1990,"CIV","Transportation",1.19
"12013",1990,"CIV","Electricity/Heat",0.59
"12014",1990,"CIV","Industrial Processes",0
"12015",1990,"CIV","Waste",0.72
"12016",1990,"CIV","Other Fuel Combustion",0.81
"12017",1990,"CIV","Building",0.39
"12018",1990,"CIV","Manufacturing/Construction",0.4
"12019",1990,"CIV","Bunker Fuels",0.39
"12020",1990,"CIV","Fugitive Emissions",0
"12021",1991,"CIV","Total including LUCF",75.4
"12022",1991,"CIV","Land-Use Change and Forestry",60.42
"12023",1991,"CIV","Total excluding LUCF",14.98
"12024",1991,"CIV","Energy",6.49
"12025",1991,"CIV","Agriculture",5.28
"12026",1991,"CIV","Transportation",1.18
"12027",1991,"CIV","Electricity/Heat",0.63
"12028",1991,"CIV","Industrial Processes",0.02
"12029",1991,"CIV","Waste",3.18
"12030",1991,"CIV","Other Fuel Combustion",3.16
"12031",1991,"CIV","Building",0.42
"12032",1991,"CIV","Manufacturing/Construction",0.42
"12033",1991,"CIV","Bunker Fuels",0.55
"12034",1991,"CIV","Fugitive Emissions",0.69
"12035",1992,"CIV","Total including LUCF",80.99
"12036",1992,"CIV","Land-Use Change and Forestry",60.42
"12037",1992,"CIV","Total excluding LUCF",20.57
"12038",1992,"CIV","Energy",9.5
"12039",1992,"CIV","Agriculture",5.38
"12040",1992,"CIV","Transportation",1.14
"12041",1992,"CIV","Electricity/Heat",0.69
"12042",1992,"CIV","Industrial Processes",0.04
"12043",1992,"CIV","Waste",5.64
"12044",1992,"CIV","Other Fuel Combustion",5.49
"12045",1992,"CIV","Building",0.4
"12046",1992,"CIV","Manufacturing/Construction",0.42
"12047",1992,"CIV","Bunker Fuels",0.59
"12048",1992,"CIV","Fugitive Emissions",1.38
"12049",1993,"CIV","Total including LUCF",86.68
"12050",1993,"CIV","Land-Use Change and Forestry",60.42
"12051",1993,"CIV","Total excluding LUCF",26.26
"12052",1993,"CIV","Energy",12.72
"12053",1993,"CIV","Agriculture",5.37
"12054",1993,"CIV","Transportation",1.1
"12055",1993,"CIV","Electricity/Heat",0.91
"12056",1993,"CIV","Industrial Processes",0.07
"12057",1993,"CIV","Waste",8.11
"12058",1993,"CIV","Other Fuel Combustion",7.83
"12059",1993,"CIV","Building",0.39
