"","year","iso3c","sector","co2e_emissions"
"2889",2016,"BOL","Waste",2.85
"2890",2016,"BOL","Industrial Processes",1.78
"2891",2017,"BOL","Land-Use Change and Forestry",69.02
"2892",2017,"BOL","Agriculture",27.23
"2893",2017,"BOL","Energy",24.35
"2894",2017,"BOL","Waste",2.91
"2895",2017,"BOL","Industrial Processes",1.81
"2896",2018,"BOL","Land-Use Change and Forestry",69.34
"2897",2018,"BOL","Agriculture",27.25
"2898",2018,"BOL","Energy",24.82
"2899",2018,"BOL","Waste",2.97
"2900",2018,"BOL","Industrial Processes",1.83
"2901",1990,"BRA","Agriculture",340.03
"2902",1990,"BRA","Energy",205.05
"2903",1990,"BRA","Land-Use Change and Forestry",1048.34
"2904",1990,"BRA","Waste",30.63
"2905",1990,"BRA","Industrial Processes",18.24
"2906",1991,"BRA","Agriculture",351.1
"2907",1991,"BRA","Energy",218.01
"2908",1991,"BRA","Land-Use Change and Forestry",1048.34
"2909",1991,"BRA","Waste",31.82
"2910",1991,"BRA","Industrial Processes",20.29
"2911",1992,"BRA","Agriculture",357.16
"2912",1992,"BRA","Energy",222.33
"2913",1992,"BRA","Land-Use Change and Forestry",1048.34
"2914",1992,"BRA","Waste",33.11
"2915",1992,"BRA","Industrial Processes",18.56
"2916",1993,"BRA","Agriculture",358.89
"2917",1993,"BRA","Energy",228.1
"2918",1993,"BRA","Land-Use Change and Forestry",1048.34
"2919",1993,"BRA","Waste",34.23
"2920",1993,"BRA","Industrial Processes",20.13
"2921",1994,"BRA","Agriculture",366.91
"2922",1994,"BRA","Energy",235.41
"2923",1994,"BRA","Land-Use Change and Forestry",1048.34
"2924",1994,"BRA","Waste",35.44
"2925",1994,"BRA","Industrial Processes",19.93
"2926",1995,"BRA","Agriculture",372.94
"2927",1995,"BRA","Energy",246.3
"2928",1995,"BRA","Land-Use Change and Forestry",1048.35
"2929",1995,"BRA","Waste",36.91
"2930",1995,"BRA","Industrial Processes",21.59
"2931",1996,"BRA","Agriculture",354.36
"2932",1996,"BRA","Energy",270.34
"2933",1996,"BRA","Land-Use Change and Forestry",1050.54
"2934",1996,"BRA","Waste",38.23
"2935",1996,"BRA","Industrial Processes",22.23
"2936",1997,"BRA","Agriculture",362.46
"2937",1997,"BRA","Energy",287.96
"2938",1997,"BRA","Land-Use Change and Forestry",1053.22
"2939",1997,"BRA","Waste",39.78
"2940",1997,"BRA","Industrial Processes",22.89
"2941",1998,"BRA","Agriculture",373.17
"2942",1998,"BRA","Energy",296.29
"2943",1998,"BRA","Land-Use Change and Forestry",1064.58
"2944",1998,"BRA","Waste",41.27
"2945",1998,"BRA","Industrial Processes",25.31
"2946",1999,"BRA","Agriculture",375.25
"2947",1999,"BRA","Energy",306.48
"2948",1999,"BRA","Land-Use Change and Forestry",1058.44
"2949",1999,"BRA","Waste",43.75
"2950",1999,"BRA","Industrial Processes",26.59
"2951",2000,"BRA","Agriculture",379.72
"2952",2000,"BRA","Energy",315.08
"2953",2000,"BRA","Land-Use Change and Forestry",1041.43
"2954",2000,"BRA","Waste",45.55
"2955",2000,"BRA","Industrial Processes",25.25
"2956",2001,"BRA","Agriculture",397.97
"2957",2001,"BRA","Energy",328.26
"2958",2001,"BRA","Land-Use Change and Forestry",1105.43
"2959",2001,"BRA","Waste",46.71
"2960",2001,"BRA","Industrial Processes",23.41
"2961",2002,"BRA","Agriculture",422.05
"2962",2002,"BRA","Energy",327.83
"2963",2002,"BRA","Land-Use Change and Forestry",1112.14
"2964",2002,"BRA","Waste",48.99
"2965",2002,"BRA","Industrial Processes",24.34
"2966",2003,"BRA","Agriculture",440.24
"2967",2003,"BRA","Energy",322.19
"2968",2003,"BRA","Land-Use Change and Forestry",1110.98
"2969",2003,"BRA","Waste",51.96
"2970",2003,"BRA","Industrial Processes",23
"2971",2004,"BRA","Agriculture",463.65
"2972",2004,"BRA","Energy",341.73
"2973",2004,"BRA","Land-Use Change and Forestry",1112.4
"2974",2004,"BRA","Waste",52.39
"2975",2004,"BRA","Industrial Processes",25.68
"2976",2005,"BRA","Agriculture",468.47
"2977",2005,"BRA","Energy",340.72
"2978",2005,"BRA","Land-Use Change and Forestry",1115.42
"2979",2005,"BRA","Waste",53.52
"2980",2005,"BRA","Industrial Processes",26.22
"2981",2006,"BRA","Agriculture",459.33
"2982",2006,"BRA","Energy",342.44
"2983",2006,"BRA","Land-Use Change and Forestry",1107.64
"2984",2006,"BRA","Waste",56.47
"2985",2006,"BRA","Industrial Processes",28.66
"2986",2007,"BRA","Agriculture",469.98
"2987",2007,"BRA","Energy",358.48
"2988",2007,"BRA","Land-Use Change and Forestry",1118.24
"2989",2007,"BRA","Waste",58.08
"2990",2007,"BRA","Industrial Processes",24.71
"2991",2008,"BRA","Agriculture",460.64
"2992",2008,"BRA","Energy",377.8
"2993",2008,"BRA","Land-Use Change and Forestry",1106.46
"2994",2008,"BRA","Waste",59.01
"2995",2008,"BRA","Industrial Processes",26.93
"2996",2009,"BRA","Agriculture",459.84
"2997",2009,"BRA","Energy",358.27
"2998",2009,"BRA","Land-Use Change and Forestry",1103.36
"2999",2009,"BRA","Waste",60.51
"3000",2009,"BRA","Industrial Processes",26.88
"3001",2010,"BRA","Agriculture",491.25
"3002",2010,"BRA","Energy",401.69
"3003",2010,"BRA","Land-Use Change and Forestry",1118.17
"3004",2010,"BRA","Waste",63.72
"3005",2010,"BRA","Industrial Processes",29.79
"3006",2011,"BRA","Agriculture",488.59
"3007",2011,"BRA","Energy",420.22
"3008",2011,"BRA","Land-Use Change and Forestry",265.75
"3009",2011,"BRA","Waste",64.62
"3010",2011,"BRA","Industrial Processes",31.41
"3011",2012,"BRA","Agriculture",489.49
"3012",2012,"BRA","Energy",453.41
"3013",2012,"BRA","Land-Use Change and Forestry",269.54
"3014",2012,"BRA","Waste",65.52
"3015",2012,"BRA","Industrial Processes",33.62
"3016",2013,"BRA","Agriculture",485.54
"3017",2013,"BRA","Energy",483.56
"3018",2013,"BRA","Land-Use Change and Forestry",264.18
"3019",2013,"BRA","Waste",66.42
"3020",2013,"BRA","Industrial Processes",35.33
"3021",2014,"BRA","Agriculture",495.01
"3022",2014,"BRA","Energy",508.52
"3023",2014,"BRA","Land-Use Change and Forestry",266.89
"3024",2014,"BRA","Waste",67.32
"3025",2014,"BRA","Industrial Processes",35.05
"3026",2015,"BRA","Agriculture",496.95
"3027",2015,"BRA","Energy",484.96
"3028",2015,"BRA","Land-Use Change and Forestry",271.59
"3029",2015,"BRA","Waste",68.22
"3030",2015,"BRA","Industrial Processes",32.57
"3031",2016,"BRA","Agriculture",502.99
"3032",2016,"BRA","Energy",449.64
"3033",2016,"BRA","Land-Use Change and Forestry",392.29
"3034",2016,"BRA","Waste",68.89
"3035",2016,"BRA","Industrial Processes",30.17
"3036",2017,"BRA","Agriculture",507.27
"3037",2017,"BRA","Energy",459.15
"3038",2017,"BRA","Land-Use Change and Forestry",396.51
"3039",2017,"BRA","Waste",69.55
"3040",2017,"BRA","Industrial Processes",28.94
"3041",2018,"BRA","Agriculture",496.1
"3042",2018,"BRA","Energy",437.33
"3043",2018,"BRA","Land-Use Change and Forestry",387.94
"3044",2018,"BRA","Waste",70.22
"3045",2018,"BRA","Industrial Processes",28.99
"3046",1990,"BRB","Waste",1.96
"3047",1990,"BRB","Energy",0.96
"3048",1990,"BRB","Industrial Processes",0.1
"3049",1990,"BRB","Agriculture",0.1
"3050",1990,"BRB","Land-Use Change and Forestry",0
"3051",1991,"BRB","Waste",1.99
"3052",1991,"BRB","Energy",0.96
"3053",1991,"BRB","Industrial Processes",0.1
"3054",1991,"BRB","Agriculture",0.1
"3055",1991,"BRB","Land-Use Change and Forestry",0
"3056",1992,"BRB","Waste",2.03
"3057",1992,"BRB","Energy",1.17
"3058",1992,"BRB","Industrial Processes",0.09
"3059",1992,"BRB","Agriculture",0.1
"3060",1992,"BRB","Land-Use Change and Forestry",0
"3061",1993,"BRB","Waste",2.07
"3062",1993,"BRB","Energy",1.04
"3063",1993,"BRB","Industrial Processes",0.03
"3064",1993,"BRB","Agriculture",0.09
"3065",1993,"BRB","Land-Use Change and Forestry",0
"3066",1994,"BRB","Waste",2.11
"3067",1994,"BRB","Energy",1.07
"3068",1994,"BRB","Industrial Processes",0.05
"3069",1994,"BRB","Agriculture",0.09
"3070",1994,"BRB","Land-Use Change and Forestry",0
"3071",1995,"BRB","Waste",2.11
"3072",1995,"BRB","Energy",1.11
"3073",1995,"BRB","Industrial Processes",0.04
"3074",1995,"BRB","Agriculture",0.1
"3075",1995,"BRB","Land-Use Change and Forestry",0
"3076",1996,"BRB","Waste",2.12
"3077",1996,"BRB","Energy",1.09
"3078",1996,"BRB","Industrial Processes",0.06
"3079",1996,"BRB","Agriculture",0.1
"3080",1996,"BRB","Land-Use Change and Forestry",0
"3081",1997,"BRB","Waste",2.13
"3082",1997,"BRB","Energy",1.17
"3083",1997,"BRB","Industrial Processes",0.1
"3084",1997,"BRB","Agriculture",0.09
"3085",1997,"BRB","Land-Use Change and Forestry",0
"3086",1998,"BRB","Waste",2.14
"3087",1998,"BRB","Energy",1.23
"3088",1998,"BRB","Industrial Processes",0.14
"3089",1998,"BRB","Agriculture",0.09
"3090",1998,"BRB","Land-Use Change and Forestry",0
"3091",1999,"BRB","Waste",2.15
"3092",1999,"BRB","Energy",1.27
"3093",1999,"BRB","Industrial Processes",0.14
"3094",1999,"BRB","Agriculture",0.09
"3095",1999,"BRB","Land-Use Change and Forestry",0
"3096",2000,"BRB","Waste",2.16
"3097",2000,"BRB","Energy",1.2
"3098",2000,"BRB","Industrial Processes",0.15
"3099",2000,"BRB","Agriculture",0.08
"3100",2000,"BRB","Land-Use Change and Forestry",0
"3101",2001,"BRB","Waste",2.17
"3102",2001,"BRB","Energy",1.28
"3103",2001,"BRB","Industrial Processes",0.15
"3104",2001,"BRB","Agriculture",0.08
"3105",2001,"BRB","Land-Use Change and Forestry",0
"3106",2002,"BRB","Waste",2.17
"3107",2002,"BRB","Energy",1.31
"3108",2002,"BRB","Industrial Processes",0.17
"3109",2002,"BRB","Agriculture",0.06
"3110",2002,"BRB","Land-Use Change and Forestry",0
"3111",2003,"BRB","Waste",2.18
"3112",2003,"BRB","Energy",1.31
"3113",2003,"BRB","Industrial Processes",0.18
"3114",2003,"BRB","Agriculture",0.06
"3115",2003,"BRB","Land-Use Change and Forestry",0
"3116",2004,"BRB","Waste",2.18
"3117",2004,"BRB","Energy",1.29
"3118",2004,"BRB","Industrial Processes",0.18
"3119",2004,"BRB","Agriculture",0.07
"3120",2004,"BRB","Land-Use Change and Forestry",0
"3121",2005,"BRB","Waste",2.19
"3122",2005,"BRB","Energy",1.33
"3123",2005,"BRB","Industrial Processes",0.19
"3124",2005,"BRB","Agriculture",0.06
"3125",2005,"BRB","Land-Use Change and Forestry",0
"3126",2006,"BRB","Waste",2.2
"3127",2006,"BRB","Energy",1.38
"3128",2006,"BRB","Industrial Processes",0.19
"3129",2006,"BRB","Agriculture",0.06
"3130",2006,"BRB","Land-Use Change and Forestry",0
"3131",2007,"BRB","Waste",2.21
"3132",2007,"BRB","Energy",1.4
"3133",2007,"BRB","Industrial Processes",0.19
"3134",2007,"BRB","Agriculture",0.05
"3135",2007,"BRB","Land-Use Change and Forestry",0
"3136",2008,"BRB","Waste",2.21
"3137",2008,"BRB","Energy",1.7
"3138",2008,"BRB","Industrial Processes",0.19
"3139",2008,"BRB","Agriculture",0.06
"3140",2008,"BRB","Land-Use Change and Forestry",0
"3141",2009,"BRB","Waste",2.22
"3142",2009,"BRB","Energy",4.57
"3143",2009,"BRB","Industrial Processes",0.17
"3144",2009,"BRB","Agriculture",0.05
"3145",2009,"BRB","Land-Use Change and Forestry",0
"3146",2010,"BRB","Waste",2.23
"3147",2010,"BRB","Energy",1.55
"3148",2010,"BRB","Industrial Processes",0.16
"3149",2010,"BRB","Agriculture",0.06
"3150",2010,"BRB","Land-Use Change and Forestry",0
"3151",2011,"BRB","Waste",2.24
"3152",2011,"BRB","Energy",1.63
"3153",2011,"BRB","Industrial Processes",0.17
"3154",2011,"BRB","Agriculture",0.06
"3155",2011,"BRB","Land-Use Change and Forestry",0
"3156",2012,"BRB","Waste",2.24
"3157",2012,"BRB","Energy",2.19
"3158",2012,"BRB","Industrial Processes",0.16
"3159",2012,"BRB","Agriculture",0.06
"3160",2012,"BRB","Land-Use Change and Forestry",0
"3161",2013,"BRB","Waste",2.25
"3162",2013,"BRB","Energy",1.47
"3163",2013,"BRB","Industrial Processes",0.16
"3164",2013,"BRB","Agriculture",0.06
"3165",2013,"BRB","Land-Use Change and Forestry",0
"3166",2014,"BRB","Waste",2.25
"3167",2014,"BRB","Energy",1.28
"3168",2014,"BRB","Industrial Processes",0.17
"3169",2014,"BRB","Agriculture",0.06
"3170",2014,"BRB","Land-Use Change and Forestry",0
"3171",2015,"BRB","Waste",2.26
"3172",2015,"BRB","Energy",1.28
"3173",2015,"BRB","Industrial Processes",0.18
"3174",2015,"BRB","Agriculture",0.05
"3175",2015,"BRB","Land-Use Change and Forestry",0
"3176",2016,"BRB","Waste",2.27
"3177",2016,"BRB","Energy",1.3
"3178",2016,"BRB","Industrial Processes",0.19
"3179",2016,"BRB","Agriculture",0.06
"3180",2016,"BRB","Land-Use Change and Forestry",0
"3181",2017,"BRB","Waste",2.27
"3182",2017,"BRB","Energy",1.19
"3183",2017,"BRB","Industrial Processes",0.2
"3184",2017,"BRB","Agriculture",0.06
"3185",2017,"BRB","Land-Use Change and Forestry",0
"3186",2018,"BRB","Waste",2.28
"3187",2018,"BRB","Energy",1.24
"3188",2018,"BRB","Industrial Processes",0.21
"3189",2018,"BRB","Agriculture",0.05
"3190",2018,"BRB","Land-Use Change and Forestry",0
"3191",1990,"BRN","Energy",13.74
"3192",1990,"BRN","Industrial Processes",0.01
"3193",1990,"BRN","Land-Use Change and Forestry",1.62
"3194",1990,"BRN","Waste",0.06
"3195",1990,"BRN","Agriculture",0.08
"3196",1991,"BRN","Energy",13.34
"3197",1991,"BRN","Industrial Processes",0.01
"3198",1991,"BRN","Land-Use Change and Forestry",1.62
"3199",1991,"BRN","Waste",0.06
"3200",1991,"BRN","Agriculture",0.08
"3201",1992,"BRN","Energy",13.67
"3202",1992,"BRN","Industrial Processes",0.01
"3203",1992,"BRN","Land-Use Change and Forestry",1.62
"3204",1992,"BRN","Waste",0.06
"3205",1992,"BRN","Agriculture",0.08
"3206",1993,"BRN","Energy",14.09
"3207",1993,"BRN","Industrial Processes",0.01
"3208",1993,"BRN","Land-Use Change and Forestry",1.62
"3209",1993,"BRN","Waste",0.07
"3210",1993,"BRN","Agriculture",0.07
"3211",1994,"BRN","Energy",14.5
"3212",1994,"BRN","Industrial Processes",0.01
"3213",1994,"BRN","Land-Use Change and Forestry",1.62
"3214",1994,"BRN","Waste",0.07
"3215",1994,"BRN","Agriculture",0.07
"3216",1995,"BRN","Energy",15
"3217",1995,"BRN","Industrial Processes",0.01
"3218",1995,"BRN","Land-Use Change and Forestry",1.63
"3219",1995,"BRN","Waste",0.07
"3220",1995,"BRN","Agriculture",0.07
"3221",1996,"BRN","Energy",15.52
"3222",1996,"BRN","Industrial Processes",0.02
"3223",1996,"BRN","Land-Use Change and Forestry",1.4
"3224",1996,"BRN","Waste",0.07
"3225",1996,"BRN","Agriculture",0.07
"3226",1997,"BRN","Energy",16.21
"3227",1997,"BRN","Industrial Processes",0.03
"3228",1997,"BRN","Land-Use Change and Forestry",1.59
"3229",1997,"BRN","Waste",0.08
"3230",1997,"BRN","Agriculture",0.08
"3231",1998,"BRN","Energy",15.75
"3232",1998,"BRN","Industrial Processes",0.04
"3233",1998,"BRN","Land-Use Change and Forestry",5.7
"3234",1998,"BRN","Waste",0.08
"3235",1998,"BRN","Agriculture",0.09
"3236",1999,"BRN","Energy",15.93
"3237",1999,"BRN","Industrial Processes",0.04
"3238",1999,"BRN","Land-Use Change and Forestry",1.33
"3239",1999,"BRN","Waste",0.08
"3240",1999,"BRN","Agriculture",0.1
"3241",2000,"BRN","Energy",16.48
"3242",2000,"BRN","Industrial Processes",0.05
"3243",2000,"BRN","Land-Use Change and Forestry",1.35
"3244",2000,"BRN","Waste",0.09
"3245",2000,"BRN","Agriculture",0.1
"3246",2001,"BRN","Energy",16.44
"3247",2001,"BRN","Industrial Processes",0.05
"3248",2001,"BRN","Land-Use Change and Forestry",1.36
"3249",2001,"BRN","Waste",0.1
"3250",2001,"BRN","Agriculture",0.11
"3251",2002,"BRN","Energy",16.56
"3252",2002,"BRN","Industrial Processes",0.06
"3253",2002,"BRN","Land-Use Change and Forestry",1.3
"3254",2002,"BRN","Waste",0.11
"3255",2002,"BRN","Agriculture",0.1
"3256",2003,"BRN","Energy",17.52
"3257",2003,"BRN","Industrial Processes",0.06
"3258",2003,"BRN","Land-Use Change and Forestry",1.44
"3259",2003,"BRN","Waste",0.13
"3260",2003,"BRN","Agriculture",0.11
"3261",2004,"BRN","Energy",17.26
"3262",2004,"BRN","Industrial Processes",0.07
"3263",2004,"BRN","Land-Use Change and Forestry",1.29
"3264",2004,"BRN","Waste",0.14
"3265",2004,"BRN","Agriculture",0.11
"3266",2005,"BRN","Energy",17.23
"3267",2005,"BRN","Industrial Processes",0.07
"3268",2005,"BRN","Land-Use Change and Forestry",1.3
"3269",2005,"BRN","Waste",0.15
"3270",2005,"BRN","Agriculture",0.11
"3271",2006,"BRN","Energy",19.13
"3272",2006,"BRN","Industrial Processes",0.08
"3273",2006,"BRN","Land-Use Change and Forestry",1.26
"3274",2006,"BRN","Waste",0.15
"3275",2006,"BRN","Agriculture",0.11
"3276",2007,"BRN","Energy",18.27
"3277",2007,"BRN","Industrial Processes",0.09
"3278",2007,"BRN","Land-Use Change and Forestry",1.26
"3279",2007,"BRN","Waste",0.15
"3280",2007,"BRN","Agriculture",0.12
"3281",2008,"BRN","Energy",18.16
"3282",2008,"BRN","Industrial Processes",0.1
"3283",2008,"BRN","Land-Use Change and Forestry",1.25
"3284",2008,"BRN","Waste",0.15
"3285",2008,"BRN","Agriculture",0.12
"3286",2009,"BRN","Energy",17.88
"3287",2009,"BRN","Industrial Processes",0.12
"3288",2009,"BRN","Land-Use Change and Forestry",1.28
"3289",2009,"BRN","Waste",0.15
"3290",2009,"BRN","Agriculture",0.12
"3291",2010,"BRN","Energy",16.82
"3292",2010,"BRN","Industrial Processes",0.13
"3293",2010,"BRN","Land-Use Change and Forestry",1.26
"3294",2010,"BRN","Waste",0.15
"3295",2010,"BRN","Agriculture",0.13
"3296",2011,"BRN","Energy",16.84
"3297",2011,"BRN","Industrial Processes",0.16
"3298",2011,"BRN","Land-Use Change and Forestry",0.34
"3299",2011,"BRN","Waste",0.15
"3300",2011,"BRN","Agriculture",0.12
"3301",2012,"BRN","Energy",16.84
"3302",2012,"BRN","Industrial Processes",0.19
"3303",2012,"BRN","Land-Use Change and Forestry",0.34
"3304",2012,"BRN","Waste",0.15
"3305",2012,"BRN","Agriculture",0.13
"3306",2013,"BRN","Energy",16.6
"3307",2013,"BRN","Industrial Processes",0.22
"3308",2013,"BRN","Land-Use Change and Forestry",0.34
"3309",2013,"BRN","Waste",0.16
"3310",2013,"BRN","Agriculture",0.13
"3311",2014,"BRN","Energy",16.43
"3312",2014,"BRN","Industrial Processes",0.25
"3313",2014,"BRN","Land-Use Change and Forestry",0.43
"3314",2014,"BRN","Waste",0.16
"3315",2014,"BRN","Agriculture",0.12
"3316",2015,"BRN","Energy",15.31
"3317",2015,"BRN","Industrial Processes",0.28
"3318",2015,"BRN","Land-Use Change and Forestry",0.38
"3319",2015,"BRN","Waste",0.16
"3320",2015,"BRN","Agriculture",0.13
"3321",2016,"BRN","Energy",15.53
"3322",2016,"BRN","Industrial Processes",0.35
"3323",2016,"BRN","Land-Use Change and Forestry",0.39
"3324",2016,"BRN","Waste",0.17
"3325",2016,"BRN","Agriculture",0.13
"3326",2017,"BRN","Energy",15.61
"3327",2017,"BRN","Industrial Processes",0.43
"3328",2017,"BRN","Land-Use Change and Forestry",0.32
"3329",2017,"BRN","Waste",0.17
"3330",2017,"BRN","Agriculture",0.13
"3331",2018,"BRN","Energy",15.83
"3332",2018,"BRN","Industrial Processes",0.5
"3333",2018,"BRN","Land-Use Change and Forestry",0.33
"3334",2018,"BRN","Waste",0.17
"3335",2018,"BRN","Agriculture",0.12
"3336",1990,"BTN","Energy",0.45
"3337",1990,"BTN","Agriculture",0.63
"3338",1990,"BTN","Industrial Processes",0
"3339",1990,"BTN","Waste",0.04
"3340",1990,"BTN","Land-Use Change and Forestry",-6.59
"3341",1991,"BTN","Energy",0.45
"3342",1991,"BTN","Agriculture",0.64
"3343",1991,"BTN","Industrial Processes",0.05
"3344",1991,"BTN","Waste",0.04
"3345",1991,"BTN","Land-Use Change and Forestry",-6.59
"3346",1992,"BTN","Energy",0.47
"3347",1992,"BTN","Agriculture",0.6
"3348",1992,"BTN","Industrial Processes",0.05
"3349",1992,"BTN","Waste",0.04
"3350",1992,"BTN","Land-Use Change and Forestry",-6.59
"3351",1993,"BTN","Energy",0.45
"3352",1993,"BTN","Agriculture",0.6
"3353",1993,"BTN","Industrial Processes",0.05
"3354",1993,"BTN","Waste",0.05
"3355",1993,"BTN","Land-Use Change and Forestry",-6.59
"3356",1994,"BTN","Energy",0.47
"3357",1994,"BTN","Agriculture",0.6
"3358",1994,"BTN","Industrial Processes",0.05
"3359",1994,"BTN","Waste",0.05
"3360",1994,"BTN","Land-Use Change and Forestry",-6.59
"3361",1995,"BTN","Energy",0.51
"3362",1995,"BTN","Agriculture",0.66
"3363",1995,"BTN","Industrial Processes",0.06
"3364",1995,"BTN","Waste",0.05
"3365",1995,"BTN","Land-Use Change and Forestry",-6.59
"3366",1996,"BTN","Energy",0.55
"3367",1996,"BTN","Agriculture",0.64
"3368",1996,"BTN","Industrial Processes",0.07
"3369",1996,"BTN","Waste",0.05
"3370",1996,"BTN","Land-Use Change and Forestry",-6.59
"3371",1997,"BTN","Energy",0.64
"3372",1997,"BTN","Agriculture",0.63
"3373",1997,"BTN","Industrial Processes",0.07
"3374",1997,"BTN","Waste",0.05
"3375",1997,"BTN","Land-Use Change and Forestry",-6.59
"3376",1998,"BTN","Energy",0.65
"3377",1998,"BTN","Agriculture",0.63
"3378",1998,"BTN","Industrial Processes",0.06
"3379",1998,"BTN","Waste",0.05
"3380",1998,"BTN","Land-Use Change and Forestry",-6.58
"3381",1999,"BTN","Energy",0.66
"3382",1999,"BTN","Agriculture",0.65
"3383",1999,"BTN","Industrial Processes",0.06
"3384",1999,"BTN","Waste",0.05
"3385",1999,"BTN","Land-Use Change and Forestry",-6.55
"3386",2000,"BTN","Energy",0.68
"3387",2000,"BTN","Agriculture",0.61
"3388",2000,"BTN","Industrial Processes",0.06
"3389",2000,"BTN","Waste",0.05
"3390",2000,"BTN","Land-Use Change and Forestry",-6.59
"3391",2001,"BTN","Energy",0.67
"3392",2001,"BTN","Agriculture",0.56
"3393",2001,"BTN","Industrial Processes",0.07
"3394",2001,"BTN","Waste",0.05
"3395",2001,"BTN","Land-Use Change and Forestry",-6.59
"3396",2002,"BTN","Energy",0.71
"3397",2002,"BTN","Agriculture",0.56
"3398",2002,"BTN","Industrial Processes",0.07
"3399",2002,"BTN","Waste",0.06
"3400",2002,"BTN","Land-Use Change and Forestry",-6.61
"3401",2003,"BTN","Energy",0.68
"3402",2003,"BTN","Agriculture",0.56
"3403",2003,"BTN","Industrial Processes",0.07
"3404",2003,"BTN","Waste",0.06
"3405",2003,"BTN","Land-Use Change and Forestry",-6.61
"3406",2004,"BTN","Energy",0.63
"3407",2004,"BTN","Agriculture",0.56
"3408",2004,"BTN","Industrial Processes",0.07
"3409",2004,"BTN","Waste",0.06
"3410",2004,"BTN","Land-Use Change and Forestry",-6.6
"3411",2005,"BTN","Energy",0.73
"3412",2005,"BTN","Agriculture",0.64
"3413",2005,"BTN","Industrial Processes",0.07
"3414",2005,"BTN","Waste",0.06
"3415",2005,"BTN","Land-Use Change and Forestry",-6.6
"3416",2006,"BTN","Energy",0.73
"3417",2006,"BTN","Agriculture",0.62
"3418",2006,"BTN","Industrial Processes",0.08
"3419",2006,"BTN","Waste",0.06
"3420",2006,"BTN","Land-Use Change and Forestry",-6.6
"3421",2007,"BTN","Energy",0.73
"3422",2007,"BTN","Agriculture",0.63
"3423",2007,"BTN","Industrial Processes",0.08
"3424",2007,"BTN","Waste",0.06
"3425",2007,"BTN","Land-Use Change and Forestry",-6.53
"3426",2008,"BTN","Energy",0.75
"3427",2008,"BTN","Agriculture",0.55
"3428",2008,"BTN","Industrial Processes",0.08
"3429",2008,"BTN","Waste",0.06
"3430",2008,"BTN","Land-Use Change and Forestry",-6.6
"3431",2009,"BTN","Energy",0.73
"3432",2009,"BTN","Agriculture",0.59
"3433",2009,"BTN","Industrial Processes",0.08
"3434",2009,"BTN","Waste",0.07
"3435",2009,"BTN","Land-Use Change and Forestry",-6.6
"3436",2010,"BTN","Energy",0.82
"3437",2010,"BTN","Agriculture",0.58
"3438",2010,"BTN","Industrial Processes",0.09
"3439",2010,"BTN","Waste",0.07
"3440",2010,"BTN","Land-Use Change and Forestry",-6.56
"3441",2011,"BTN","Energy",0.9
"3442",2011,"BTN","Agriculture",0.58
"3443",2011,"BTN","Industrial Processes",0.23
"3444",2011,"BTN","Waste",0.07
"3445",2011,"BTN","Land-Use Change and Forestry",-1.29
"3446",2012,"BTN","Energy",1.01
"3447",2012,"BTN","Agriculture",0.57
"3448",2012,"BTN","Industrial Processes",0.22
"3449",2012,"BTN","Waste",0.07
"3450",2012,"BTN","Land-Use Change and Forestry",-1.24
"3451",2013,"BTN","Energy",1.08
"3452",2013,"BTN","Agriculture",0.58
"3453",2013,"BTN","Industrial Processes",0.24
"3454",2013,"BTN","Waste",0.07
"3455",2013,"BTN","Land-Use Change and Forestry",-1.31
"3456",2014,"BTN","Energy",1.13
"3457",2014,"BTN","Agriculture",0.54
"3458",2014,"BTN","Industrial Processes",0.29
"3459",2014,"BTN","Waste",0.07
"3460",2014,"BTN","Land-Use Change and Forestry",-1.28
"3461",2015,"BTN","Energy",1.12
"3462",2015,"BTN","Agriculture",0.52
"3463",2015,"BTN","Industrial Processes",0.33
"3464",2015,"BTN","Waste",0.07
"3465",2015,"BTN","Land-Use Change and Forestry",-1.28
"3466",2016,"BTN","Energy",1.33
"3467",2016,"BTN","Agriculture",0.52
"3468",2016,"BTN","Industrial Processes",0.39
"3469",2016,"BTN","Waste",0.08
"3470",2016,"BTN","Land-Use Change and Forestry",-1.3
"3471",2017,"BTN","Energy",1.42
"3472",2017,"BTN","Agriculture",0.53
"3473",2017,"BTN","Industrial Processes",0.39
"3474",2017,"BTN","Waste",0.08
"3475",2017,"BTN","Land-Use Change and Forestry",-1.31
"3476",2018,"BTN","Energy",1.46
"3477",2018,"BTN","Agriculture",0.53
"3478",2018,"BTN","Industrial Processes",0.4
"3479",2018,"BTN","Waste",0.08
"3480",2018,"BTN","Land-Use Change and Forestry",-1.31
"3481",1990,"BWA","Land-Use Change and Forestry",41.28
"3482",1990,"BWA","Energy",3.62
"3483",1990,"BWA","Agriculture",9.85
"3484",1990,"BWA","Industrial Processes",0.01
"3485",1990,"BWA","Waste",0.19
"3486",1991,"BWA","Land-Use Change and Forestry",41.28
"3487",1991,"BWA","Energy",3.59
"3488",1991,"BWA","Agriculture",9.31
"3489",1991,"BWA","Industrial Processes",0.01
"3490",1991,"BWA","Waste",0.19
"3491",1992,"BWA","Land-Use Change and Forestry",41.28
"3492",1992,"BWA","Energy",4.19
"3493",1992,"BWA","Agriculture",8.96
"3494",1992,"BWA","Industrial Processes",0.01
"3495",1992,"BWA","Waste",0.2
"3496",1993,"BWA","Land-Use Change and Forestry",41.28
